story_id,condition,source,sampled_norm
YS2008-IRON-attempted,attempted,YS2008,0.2833
YS2008-IRON-intentional,intentional,YS2008,0.1
YS2008-MEATLOAF-neutral,neutral,YS2008,0.3667
YS2008-MEATLOAF-accidental,accidental,YS2008,0.3833
YS2008-MEATLOAF-attempted,attempted,YS2008,0.3
YS2008-MEATLOAF-intentional,intentional,YS2008,0.3833
YS2008-RIVER-neutral,neutral,YS2008,0.3667
YS2008-RIVER-accidental,accidental,YS2008,0.35
YS2008-RIVER-attempted,attempted,YS2008,0.3667
YS2008-RIVER-intentional,intentional,YS2008,0.3
YS2008-LOGAN AIRPORT-neutral,neutral,YS2008,0.6167
YS2008-LOGAN AIRPORT-accidental,accidental,YS2008,0.4
YS2008-LOGAN AIRPORT-attempted,attempted,YS2008,0.5
YS2008-LOGAN AIRPORT-intentional,intentional,YS2008,0.35
YS2008-TRACKS-neutral,neutral,YS2008,0.35
YS2008-TRACKS-accidental,accidental,YS2008,0.3333
YS2008-TRACKS-attempted,attempted,YS2008,0.3667
YS2008-TRACKS-intentional,intentional,YS2008,0.3667
YS2008-HARNESS-neutral,neutral,YS2008,0.3333
YS2008-HARNESS-accidental,accidental,YS2008,0.2
YS2008-HARNESS-attempted,attempted,YS2008,0.2167
YS2008-HARNESS-intentional,intentional,YS2008,0.1667
YS2008-IGLOO-neutral,neutral,YS2008,0.1667
YS2008-IGLOO-accidental,accidental,YS2008,0.3833
YS2008-IGLOO-attempted,attempted,YS2008,0.3167
YS2008-IGLOO-intentional,intentional,YS2008,0.1833
YS2008-HAM-neutral,neutral,YS2008,0.2833
YS2008-HAM-accidental,accidental,YS2008,0.3
YS2008-HAM-attempted,attempted,YS2008,0.3833
YS2008-HAM-intentional,intentional,YS2008,0.2833
YS2008-POPCORN-neutral,neutral,YS2008,0.35
YS2008-POPCORN-accidental,accidental,YS2008,0.4667
YS2008-POPCORN-attempted,attempted,YS2008,0.3167
YS2008-POPCORN-intentional,intentional,YS2008,0.4333
YS2008-VET-neutral,neutral,YS2008,0.3167
YS2008-VET-accidental,accidental,YS2008,0.4833
YS2008-VET-attempted,attempted,YS2008,0.3167
YS2008-VET-intentional,intentional,YS2008,0.3667
YS2008-CHAIRLIFT-neutral,neutral,YS2008,0.2333
YS2008-CHAIRLIFT-accidental,accidental,YS2008,0.2833
YS2008-CHAIRLIFT-attempted,attempted,YS2008,0.3167
YS2008-CHAIRLIFT-intentional,intentional,YS2008,0.1667
YS2008-SAFETY TOWN-neutral,neutral,YS2008,0.1833
YS2008-SAFETY TOWN-accidental,accidental,YS2008,0.3333
YS2008-SAFETY TOWN-attempted,attempted,YS2008,0.3167
YS2008-SAFETY TOWN-intentional,intentional,YS2008,0.2667
YS2008-MALARIA POND-neutral,neutral,YS2008,0.2
YS2008-MALARIA POND-accidental,accidental,YS2008,0.2667
YS2008-MALARIA POND-attempted,attempted,YS2008,0.3167
YS2008-MALARIA POND-intentional,intentional,YS2008,0.3667
YS2008-HUNT-neutral,neutral,YS2008,0.4
YS2008-HUNT-accidental,accidental,YS2008,0.4833
YS2008-HUNT-attempted,attempted,YS2008,0.3833
YS2008-HUNT-intentional,intentional,YS2008,0.3667
YS2008-SPINACH-neutral,neutral,YS2008,0.4167
YS2008-SPINACH-accidental,accidental,YS2008,0.4333
YS2008-SPINACH-attempted,attempted,YS2008,0.1833
YS2008-SPINACH-intentional,intentional,YS2008,0.3167
YS2008-PEANUT ALLERGY-neutral,neutral,YS2008,0.2
YS2008-PEANUT ALLERGY-accidental,accidental,YS2008,0.3167
YS2008-PEANUT ALLERGY-attempted,attempted,YS2008,0.2167
YS2008-PEANUT ALLERGY-intentional,intentional,YS2008,0.2667
YS2008-ALARM-neutral,neutral,YS2008,0.2833
YS2008-ALARM-accidental,accidental,YS2008,0.4833
YS2008-ALARM-attempted,attempted,YS2008,0.2833
YS2008-ALARM-intentional,intentional,YS2008,0.3167
YS2008-SAFETY CORD-neutral,neutral,YS2008,0.25
YS2008-SAFETY CORD-accidental,accidental,YS2008,0.4
YS2008-SAFETY CORD-attempted,attempted,YS2008,0.2833
YS2008-SAFETY CORD-intentional,intentional,YS2008,0.3667
YS2008-ZOO-neutral,neutral,YS2008,0.4833
YS2008-ZOO-accidental,accidental,YS2008,0.6
YS2008-ZOO-attempted,attempted,YS2008,0.2167
YS2008-ZOO-intentional,intentional,YS2008,0.55
YS2008-BAR-neutral,neutral,YS2008,0.15
YS2008-BAR-accidental,accidental,YS2008,0.3667
YS2008-BAR-attempted,attempted,YS2008,0.1833
YS2008-BAR-intentional,intentional,YS2008,0.3667
YS2008-SUSHI-neutral,neutral,YS2008,0.2167
YS2008-SUSHI-accidental,accidental,YS2008,0.2
YS2008-SUSHI-attempted,attempted,YS2008,0.25
YS2008-SUSHI-intentional,intentional,YS2008,0.25
YS2008-CAYO-neutral,neutral,YS2008,0.4667
YS2008-CAYO-accidental,accidental,YS2008,0.5167
YS2008-CAYO-attempted,attempted,YS2008,0.3667
YS2008-CAYO-intentional,intentional,YS2008,0.4
YS2008-FUMIGATION-neutral,neutral,YS2008,0.4
YS2008-FUMIGATION-accidental,accidental,YS2008,0.2
YS2008-FUMIGATION-attempted,attempted,YS2008,0.3333
YS2008-FUMIGATION-intentional,intentional,YS2008,0.1833
YS2008-PORRIDGE-neutral,neutral,YS2008,0.15
YS2008-PORRIDGE-accidental,accidental,YS2008,0.5
YS2008-PORRIDGE-attempted,attempted,YS2008,0.2167
YS2008-PORRIDGE-intentional,intentional,YS2008,0.3833
YS2008-BOUNCY BALL-neutral,neutral,YS2008,0.1667
YS2008-BOUNCY BALL-accidental,accidental,YS2008,0.2
YS2008-BOUNCY BALL-attempted,attempted,YS2008,0.2167
YS2008-BOUNCY BALL-intentional,intentional,YS2008,0.2667
YS2008-PARACHUTES-neutral,neutral,YS2008,0.3667
YS2008-PARACHUTES-accidental,accidental,YS2008,0.2667
YS2008-PARACHUTES-attempted,attempted,YS2008,0.3
YS2008-PARACHUTES-intentional,intentional,YS2008,0.1667
YS2008-RABIES-neutral,neutral,YS2008,0.3667
YS2008-RABIES-accidental,accidental,YS2008,0.4
YS2008-RABIES-attempted,attempted,YS2008,0.2167
YS2008-RABIES-intentional,intentional,YS2008,0.1667
YS2008-FRAT-neutral,neutral,YS2008,0.2667
YS2008-FRAT-accidental,accidental,YS2008,0.15
YS2008-FRAT-attempted,attempted,YS2008,0.2833
YS2008-FRAT-intentional,intentional,YS2008,0.1333
YS2008-TREE HOUSE-neutral,neutral,YS2008,0.1167
YS2008-TREE HOUSE-accidental,accidental,YS2008,0.15
YS2008-TREE HOUSE-attempted,attempted,YS2008,0.2333
YS2008-TREE HOUSE-intentional,intentional,YS2008,0.2
YS2008-SPRING BREAK-neutral,neutral,YS2008,0.2833
YS2008-SPRING BREAK-accidental,accidental,YS2008,0.2833
YS2008-SPRING BREAK-attempted,attempted,YS2008,0.3667
YS2008-SPRING BREAK-intentional,intentional,YS2008,0.3833
YS2008-CPR-neutral,neutral,YS2008,0.1
YS2008-CPR-accidental,accidental,YS2008,0.1833
YS2008-CPR-attempted,attempted,YS2008,0.2167
YS2008-CPR-intentional,intentional,YS2008,0.1667
YS2008-MOTHER-neutral,neutral,YS2008,0.4667
YS2008-MOTHER-accidental,accidental,YS2008,0.2333
YS2008-MOTHER-attempted,attempted,YS2008,0.4167
YS2008-MOTHER-intentional,intentional,YS2008,0.1833
YS2008-SEATBELT-neutral,neutral,YS2008,0.25
YS2008-SEATBELT-accidental,accidental,YS2008,0.2833
YS2008-SEATBELT-attempted,attempted,YS2008,0.2667
YS2008-SEATBELT-intentional,intentional,YS2008,0.2833
YS2008-WET FLOOR-neutral,neutral,YS2008,0.1667
YS2008-WET FLOOR-accidental,accidental,YS2008,0.1667
YS2008-WET FLOOR-attempted,attempted,YS2008,0.2
YS2008-WET FLOOR-intentional,intentional,YS2008,0.2333
YS2008-TEENAGERS-neutral,neutral,YS2008,0.1667
YS2008-TEENAGERS-accidental,accidental,YS2008,0.1333
YS2008-TEENAGERS-attempted,attempted,YS2008,0.1667
YS2008-TEENAGERS-intentional,intentional,YS2008,0.2
YS2008-LAPTOP-neutral,neutral,YS2008,0.2667
YS2008-LAPTOP-accidental,accidental,YS2008,0.2667
YS2008-LAPTOP-attempted,attempted,YS2008,0.35
YS2008-LAPTOP-intentional,intentional,YS2008,0.3333
YS2009-YS2009_01-neutral,neutral,YS2009,0.3222
YS2009-YS2009_01-accidental,accidental,YS2009,0.3667
YS2009-YS2009_01-attempted,attempted,YS2009,0.3778
YS2009-YS2009_01-intentional,intentional,YS2009,0.3889
YS2009-YS2009_02-neutral,neutral,YS2009,0.2556
YS2009-YS2009_02-accidental,accidental,YS2009,0.2692
YS2009-YS2009_02-attempted,attempted,YS2009,0.2111
YS2009-YS2009_02-intentional,intentional,YS2009,0.3111
YS2009-YS2009_03-neutral,neutral,YS2009,0.2889
YS2009-YS2009_03-accidental,accidental,YS2009,0.1778
YS2009-YS2009_03-attempted,attempted,YS2009,0.3333
YS2009-YS2009_03-intentional,intentional,YS2009,0.2778
YS2009-YS2009_04-neutral,neutral,YS2009,0.2
YS2009-YS2009_04-accidental,accidental,YS2009,0.2222
YS2009-YS2009_04-attempted,attempted,YS2009,0.2556
YS2009-YS2009_04-intentional,intentional,YS2009,0.2778
YS2009-YS2009_05-neutral,neutral,YS2009,0.3222
YS2009-YS2009_05-accidental,accidental,YS2009,0.4
YS2009-YS2009_05-attempted,attempted,YS2009,0.4333
YS2009-YS2009_05-intentional,intentional,YS2009,0.4493
YS2009-YS2009_06-neutral,neutral,YS2009,0.3
YS2009-YS2009_06-accidental,accidental,YS2009,0.2533
YS2009-YS2009_06-attempted,attempted,YS2009,0.2778
YS2009-YS2009_06-intentional,intentional,YS2009,0.3827
YS2009-YS2009_07-neutral,neutral,YS2009,0.3556
YS2009-YS2009_07-accidental,accidental,YS2009,0.3889
YS2009-YS2009_07-attempted,attempted,YS2009,0.3333
YS2009-YS2009_07-intentional,intentional,YS2009,0.2778
YS2009-YS2009_08-neutral,neutral,YS2009,0.3667
YS2009-YS2009_08-accidental,accidental,YS2009,0.3
YS2009-YS2009_08-attempted,attempted,YS2009,0.2889
YS2009-YS2009_08-intentional,intentional,YS2009,0.1333
YS2009-YS2009_09-neutral,neutral,YS2009,0.3111
YS2009-YS2009_09-accidental,accidental,YS2009,0.0889
YS2009-YS2009_09-attempted,attempted,YS2009,0.4111
YS2009-YS2009_09-intentional,intentional,YS2009,0.2111
YS2009-YS2009_10-neutral,neutral,YS2009,0.2889
YS2009-YS2009_10-accidental,accidental,YS2009,0.3974
YS2009-YS2009_10-attempted,attempted,YS2009,0.2444
YS2009-YS2009_10-intentional,intentional,YS2009,0.4933
YS2009-YS2009_11-neutral,neutral,YS2009,0.1778
YS2009-YS2009_11-accidental,accidental,YS2009,0.1444
YS2009-YS2009_11-attempted,attempted,YS2009,0.3444
YS2009-YS2009_11-intentional,intentional,YS2009,0.1333
YS2009-YS2009_12-neutral,neutral,YS2009,0.2667
YS2009-YS2009_12-accidental,accidental,YS2009,0.2111
YS2009-YS2009_12-attempted,attempted,YS2009,0.2667
YS2009-YS2009_12-intentional,intentional,YS2009,0.3111
YS2009-YS2009_13-neutral,neutral,YS2009,0.2778
YS2009-YS2009_13-accidental,accidental,YS2009,0.1667
YS2009-YS2009_13-attempted,attempted,YS2009,0.2444
YS2009-YS2009_13-intentional,intentional,YS2009,0.3444
YS2009-YS2009_14-neutral,neutral,YS2009,0.2444
YS2009-YS2009_14-accidental,accidental,YS2009,0.1444
YS2009-YS2009_14-attempted,attempted,YS2009,0.1778
YS2009-YS2009_14-intentional,intentional,YS2009,0.2333
YS2009-YS2009_15-neutral,neutral,YS2009,0.3889
YS2009-YS2009_15-accidental,accidental,YS2009,0.2889
YS2009-YS2009_15-attempted,attempted,YS2009,0.3111
YS2009-YS2009_15-intentional,intentional,YS2009,0.1444
YS2009-YS2009_16-neutral,neutral,YS2009,0.1333
YS2009-YS2009_16-accidental,accidental,YS2009,0.0476
YS2009-YS2009_16-attempted,attempted,YS2009,0.0714
YS2009-YS2009_16-intentional,intentional,YS2009,0.0476
YS2009-YS2009_17-neutral,neutral,YS2009,0.2556
YS2009-YS2009_17-accidental,accidental,YS2009,0.2778
YS2009-YS2009_17-attempted,attempted,YS2009,0.3778
YS2009-YS2009_17-intentional,intentional,YS2009,0.2
YS2009-YS2009_18-neutral,neutral,YS2009,0.3444
YS2009-YS2009_18-accidental,accidental,YS2009,0.3111
YS2009-YS2009_18-attempted,attempted,YS2009,0.3444
YS2009-YS2009_18-intentional,intentional,YS2009,0.3444
YS2009-YS2009_19-neutral,neutral,YS2009,0.2333
YS2009-YS2009_19-accidental,accidental,YS2009,0.2444
YS2009-YS2009_19-attempted,attempted,YS2009,0.2222
YS2009-YS2009_19-intentional,intentional,YS2009,0.2222
YS2009-YS2009_20-neutral,neutral,YS2009,0.3889
YS2009-YS2009_20-accidental,accidental,YS2009,0.2444
YS2009-YS2009_20-attempted,attempted,YS2009,0.3778
YS2009-YS2009_20-intentional,intentional,YS2009,0.4444
YS2009-YS2009_21-neutral,neutral,YS2009,0.1333
YS2009-YS2009_21-accidental,accidental,YS2009,0.2444
YS2009-YS2009_21-attempted,attempted,YS2009,0.2222
YS2009-YS2009_21-intentional,intentional,YS2009,0.1222
YS2009-YS2009_22-neutral,neutral,YS2009,0.1333
YS2009-YS2009_22-accidental,accidental,YS2009,0.1444
YS2009-YS2009_22-attempted,attempted,YS2009,0.2333
YS2009-YS2009_22-intentional,intentional,YS2009,0.1222
YS2009-YS2009_23-neutral,neutral,YS2009,0.4
YS2009-YS2009_23-accidental,accidental,YS2009,0.5
YS2009-YS2009_23-attempted,attempted,YS2009,0.3222
YS2009-YS2009_23-intentional,intentional,YS2009,0.4111
YS2009-YS2009_24-neutral,neutral,YS2009,0.1667
YS2009-YS2009_24-accidental,accidental,YS2009,0.2778
YS2009-YS2009_24-attempted,attempted,YS2009,0.1333
YS2009-YS2009_24-intentional,intentional,YS2009,0.3333
YS2011-Allergy-intentional,intentional,YS2011,0.0278
YS2011-Allergy-accidental,accidental,YS2011,0.1
YS2011-Poison-intentional,intentional,YS2011,0.1833
YS2011-Poison-accidental,accidental,YS2011,0.1444
YS2011-Sibling-intentional,intentional,YS2011,0.2222
YS2011-Sibling-accidental,accidental,YS2011,0.2611
YS2011-Parent-intentional,intentional,YS2011,0.2889
YS2011-Parent-accidental,accidental,YS2011,0.2611
YS2011-Dog-intentional,intentional,YS2011,0.1278
YS2011-Dog-accidental,accidental,YS2011,0.1889
