layer,probe_name,cv_acc,cv_std,chance,n,degenerate
22,outcome_innocent,1.0,0.0,0.5168,149,False
23,outcome_innocent,1.0,0.0,0.5168,149,False
24,outcome_innocent,1.0,0.0,0.5168,149,False
25,outcome_innocent,1.0,0.0,0.5168,149,False
26,outcome_innocent,0.9933,0.0133,0.5168,149,False
27,outcome_innocent,1.0,0.0,0.5168,149,False
28,outcome_innocent,0.9933,0.0133,0.5168,149,False
0,outcome_guilty,0.5168,0.0149,0.5168,149,False
1,outcome_guilty,0.8462,0.0953,0.5168,149,False
2,outcome_guilty,0.8867,0.0618,0.5168,149,False
3,outcome_guilty,0.9133,0.0718,0.5168,149,False
4,outcome_guilty,0.9667,0.0422,0.5168,149,False
5,outcome_guilty,0.9733,0.0249,0.5168,149,False
6,outcome_guilty,0.9733,0.0249,0.5168,149,False
7,outcome_guilty,0.9733,0.0249,0.5168,149,False
8,outcome_guilty,0.9933,0.0133,0.5168,149,False
9,outcome_guilty,0.9867,0.0163,0.5168,149,False
10,outcome_guilty,0.9933,0.0133,0.5168,149,False
11,outcome_guilty,0.9933,0.0133,0.5168,149,False
12,outcome_guilty,0.9933,0.0133,0.5168,149,False
13,outcome_guilty,0.9933,0.0133,0.5168,149,False
14,outcome_guilty,0.9933,0.0133,0.5168,149,False
15,outcome_guilty,0.9933,0.0133,0.5168,149,False
16,outcome_guilty,1.0,0.0,0.5168,149,False
17,outcome_guilty,1.0,0.0,0.5168,149,False
18,outcome_guilty,1.0,0.0,0.5168,149,False
19,outcome_guilty,1.0,0.0,0.5168,149,False
20,outcome_guilty,0.9933,0.0133,0.5168,149,False
21,outcome_guilty,0.9867,0.0267,0.5168,149,False
22,outcome_guilty,1.0,0.0,0.5168,149,False
23,outcome_guilty,0.9867,0.0163,0.5168,149,False
24,outcome_guilty,0.9867,0.0163,0.5168,149,False
25,outcome_guilty,0.9867,0.0163,0.5168,149,False
26,outcome_guilty,0.9867,0.0163,0.5168,149,False
27,outcome_guilty,0.9867,0.0163,0.5168,149,False
28,outcome_guilty,0.9867,0.0163,0.5168,149,False
