layer,depth_frac,direction,alpha,a_max,typical_norm,contrast,dcontrast,ppl_ratio,refusal_delta,degenerate_frac,answer_rate,coherent,intent_probe_cv_acc,intent_acc_unsteered,intent_acc_steered,intent_d_acc,intent_margin_shift_sd,cell_neutral,cell_accidental,cell_attempted,cell_intentional
13,0.406,intent_dom,-0.4,0.4,8.7,-0.3307,0.1145,1.054,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.0986,0.486,0.1385,0.4557
13,0.406,intent_dom,-0.2,0.4,8.7,-0.4701,-0.0249,1.024,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.0748,0.6552,0.1746,0.6016
13,0.406,intent_dom,0.2,0.4,8.7,-0.3771,0.0681,1.203,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1383,0.6671,0.276,0.6416
13,0.406,intent_dom,0.4,0.4,8.7,-0.1965,0.2487,1.113,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1923,0.4762,0.2424,0.4351
13,0.406,intent_probe,-0.4,0.4,8.7,-0.1532,0.292,0.961,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.4833,0.6619,0.5002,0.6444
13,0.406,intent_probe,-0.2,0.4,8.7,-0.3213,0.1239,1.03,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.2062,0.7098,0.3802,0.6918
13,0.406,intent_probe,0.2,0.4,8.7,-0.4498,-0.0046,1.329,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1134,0.758,0.3015,0.7351
13,0.406,intent_probe,0.4,0.4,8.7,-0.3129,0.1323,1.291,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1374,0.613,0.2773,0.5559
13,0.406,outcome_dom,-0.4,0.4,8.7,-0.2539,0.1913,1.271,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1628,0.4954,0.2248,0.4935
13,0.406,outcome_dom,-0.2,0.4,8.7,-0.4108,0.0345,1.25,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.0816,0.6728,0.2528,0.6628
13,0.406,outcome_dom,0.2,0.4,8.7,-0.3689,0.0763,1.19,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1693,0.6782,0.2947,0.6456
13,0.406,outcome_dom,0.4,0.4,8.7,-0.156,0.2892,1.265,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.4295,0.5845,0.4142,0.5657
13,0.406,random0,-0.4,0.4,8.7,-0.0962,0.349,1.042,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1433,0.2504,0.1027,0.2313
13,0.406,random0,-0.2,0.4,8.7,-0.3044,0.1408,0.963,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1264,0.5745,0.246,0.5714
13,0.406,random0,0.2,0.4,8.7,-0.4689,-0.0237,1.234,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1138,0.753,0.2768,0.7272
13,0.406,random0,0.4,0.4,8.7,-0.3954,0.0498,1.246,0.0,0.0,1.0,True,0.7623,0.7617,0.7617,0.0,0.0,0.1546,0.6972,0.2925,0.6741
16,0.5,intent_dom,-0.2,0.2,12.26,-0.477,-0.0317,1.845,0.0,0.0,1.0,False,0.8462,0.8456,0.8456,0.0,0.0,0.1061,0.7119,0.2314,0.6971
16,0.5,intent_dom,-0.1,0.2,12.26,-0.4697,-0.0245,1.066,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.0809,0.7239,0.2495,0.7055
16,0.5,intent_dom,0.1,0.2,12.26,-0.3998,0.0454,1.153,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.1783,0.7936,0.388,0.7714
16,0.5,intent_dom,0.2,0.2,12.26,-0.3644,0.0808,1.257,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.2779,0.8298,0.4608,0.8008
16,0.5,intent_probe,-0.2,0.2,12.26,-0.4511,-0.0059,1.058,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.1216,0.7518,0.2938,0.7338
16,0.5,intent_probe,-0.1,0.2,12.26,-0.447,-0.0018,0.924,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.118,0.7611,0.3075,0.7424
16,0.5,intent_probe,0.1,0.2,12.26,-0.45,-0.0048,1.064,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.1222,0.7559,0.2988,0.7288
16,0.5,intent_probe,0.2,0.2,12.26,-0.4372,0.008,1.382,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.1303,0.7084,0.2598,0.6697
16,0.5,outcome_dom,-0.2,0.2,12.26,-0.3004,0.1448,1.448,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.0679,0.464,0.1678,0.4663
16,0.5,outcome_dom,-0.1,0.2,12.26,-0.4196,0.0256,1.165,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.0597,0.6021,0.177,0.5896
16,0.5,outcome_dom,0.1,0.2,12.26,-0.326,0.1192,1.037,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.3022,0.881,0.5525,0.8566
16,0.5,outcome_dom,0.2,0.2,12.26,-0.2133,0.2319,1.119,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.6211,0.9504,0.7413,0.9367
16,0.5,random0,-0.2,0.2,12.26,-0.498,-0.0528,1.086,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.153,0.845,0.3503,0.8269
16,0.5,random0,-0.1,0.2,12.26,-0.473,-0.0278,0.979,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.1292,0.8031,0.328,0.784
16,0.5,random0,0.1,0.2,12.26,-0.422,0.0232,0.996,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.1131,0.7232,0.2907,0.6987
16,0.5,random0,0.2,0.2,12.26,-0.4047,0.0405,1.116,0.0,0.0,1.0,True,0.8462,0.8456,0.8456,0.0,0.0,0.1109,0.6802,0.2612,0.6504
27,0.844,intent_dom,-0.4,0.4,34.78,-0.5731,-0.1279,1.23,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.0528,0.7564,0.1727,0.7306
27,0.844,intent_dom,-0.2,0.4,34.78,-0.5123,-0.0671,1.192,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.0851,0.7739,0.2542,0.7504
27,0.844,intent_dom,0.2,0.4,34.78,-0.3753,0.0699,1.248,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1612,0.7236,0.3428,0.706
27,0.844,intent_dom,0.4,0.4,34.78,-0.3123,0.1329,1.394,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.2289,0.7042,0.3892,0.69
27,0.844,intent_probe,-0.4,0.4,34.78,-0.483,-0.0378,1.305,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1083,0.771,0.2831,0.7488
27,0.844,intent_probe,-0.2,0.4,34.78,-0.4664,-0.0212,1.273,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1122,0.7663,0.2945,0.7443
27,0.844,intent_probe,0.2,0.4,34.78,-0.4548,-0.0096,1.263,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.108,0.7472,0.2851,0.7249
27,0.844,intent_probe,0.4,0.4,34.78,-0.4635,-0.0183,1.381,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1029,0.7454,0.2745,0.7227
27,0.844,outcome_dom,-0.4,0.4,34.78,-0.3898,0.0554,1.249,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.0392,0.5227,0.1092,0.4856
27,0.844,outcome_dom,-0.2,0.4,34.78,-0.4543,-0.0091,1.153,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.0696,0.6641,0.1956,0.6393
27,0.844,outcome_dom,0.2,0.4,34.78,-0.3332,0.112,1.343,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.2511,0.8206,0.4869,0.8036
27,0.844,outcome_dom,0.4,0.4,34.78,-0.1899,0.2553,1.567,0.0,0.0,1.0,False,0.8859,0.8859,0.8859,0.0,0.0,0.527,0.8493,0.6606,0.8336
27,0.844,random0,-0.4,0.4,34.78,-0.4163,0.0289,1.257,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1653,0.8014,0.3845,0.7826
27,0.844,random0,-0.2,0.4,34.78,-0.4399,0.0053,1.119,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1384,0.791,0.3486,0.7703
27,0.844,random0,0.2,0.4,34.78,-0.4445,0.0007,1.173,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1121,0.7468,0.2946,0.7277
27,0.844,random0,0.4,0.4,34.78,-0.4432,0.002,1.26,0.0,0.0,1.0,True,0.8859,0.8859,0.8859,0.0,0.0,0.1087,0.7417,0.2899,0.7246
31,0.969,intent_dom,-0.2,0.2,51.61,-0.5419,-0.0967,2.493,0.0,0.0,1.0,False,0.8693,0.8691,0.8691,0.0,0.0,0.056,0.7314,0.1766,0.7076
31,0.969,intent_dom,-0.1,0.2,51.61,-0.5031,-0.0579,1.906,0.0,0.0,1.0,False,0.8693,0.8691,0.8691,0.0,0.0,0.084,0.7564,0.2445,0.7328
31,0.969,intent_dom,0.1,0.2,51.61,-0.3808,0.0645,1.16,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1634,0.7522,0.3666,0.7333
31,0.969,intent_dom,0.2,0.2,51.61,-0.3212,0.124,1.341,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.2203,0.738,0.4134,0.7219
31,0.969,intent_probe,-0.2,0.2,51.61,-0.4638,-0.0186,1.424,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.11,0.7599,0.2899,0.7374
31,0.969,intent_probe,-0.1,0.2,51.61,-0.4558,-0.0106,1.224,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1135,0.7606,0.2985,0.7385
31,0.969,intent_probe,0.1,0.2,51.61,-0.4323,0.013,1.071,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1251,0.7605,0.3218,0.7394
31,0.969,intent_probe,0.2,0.2,51.61,-0.418,0.0272,1.197,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1322,0.758,0.3334,0.7375
31,0.969,outcome_dom,-0.2,0.2,51.61,-0.445,0.0002,1.196,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.0497,0.6039,0.1387,0.5724
31,0.969,outcome_dom,-0.1,0.2,51.61,-0.4688,-0.0236,1.064,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.0746,0.6879,0.2055,0.6622
31,0.969,outcome_dom,0.1,0.2,51.61,-0.3636,0.0816,1.213,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1956,0.8114,0.4468,0.7943
31,0.969,outcome_dom,0.2,0.2,51.61,-0.2545,0.1907,1.355,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.3386,0.8425,0.5905,0.8281
31,0.969,random0,-0.2,0.2,51.61,-0.437,0.0082,1.296,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1232,0.7603,0.3164,0.7392
31,0.969,random0,-0.1,0.2,51.61,-0.4422,0.003,1.18,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1207,0.7621,0.3134,0.7405
31,0.969,random0,0.1,0.2,51.61,-0.4457,-0.0005,1.068,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1177,0.7591,0.3072,0.7375
31,0.969,random0,0.2,0.2,51.61,-0.4443,0.0009,1.17,0.0,0.0,1.0,True,0.8693,0.8691,0.8691,0.0,0.0,0.1185,0.7582,0.3079,0.7365
