direction,alpha,coherent,probe_layer,position,target,acc_unsteered,acc_steered,d_acc,margin_shift_sd,margin_sd_ratio,dcontrast
intent_dom,0.05,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0567,0.9751,0.0491
intent_dom,0.05,True,28,final layer,intent,0.8658,0.6913,-0.1745,0.8838,1.0056,0.0491
intent_dom,0.05,True,28,final layer,outcome,0.9799,0.9765,-0.0034,0.0258,0.9778,0.0491
intent_dom,0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1149
intent_dom,0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1149
intent_dom,0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1149
intent_dom,0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1149
intent_dom,0.1,True,23,downstream,intent,0.8993,0.5134,-0.3859,1.8012,0.9282,0.1149
intent_dom,0.1,True,23,downstream,outcome,0.9799,0.9799,0.0,0.1033,0.9276,0.1149
intent_dom,0.1,True,28,final layer,intent,0.8658,0.5101,-0.3557,1.6883,0.9686,0.1149
intent_dom,0.1,True,28,final layer,outcome,0.9799,0.9832,0.0034,0.0414,0.9288,0.1149
intent_dom,0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1585
intent_dom,0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1585
intent_dom,0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1585
intent_dom,0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1585
intent_dom,0.15,True,23,downstream,intent,0.8993,0.5,-0.3993,2.5974,0.8947,0.1585
intent_dom,0.15,True,23,downstream,outcome,0.9799,0.9732,-0.0067,0.123,0.867,0.1585
intent_dom,0.15,True,28,final layer,intent,0.8658,0.5034,-0.3624,2.3847,0.9273,0.1585
intent_dom,0.15,True,28,final layer,outcome,0.9799,0.9732,-0.0067,0.0331,0.8611,0.1585
intent_dom,0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.2031
intent_dom,0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.2031
intent_dom,0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.2031
intent_dom,0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.2031
intent_dom,0.2,True,23,downstream,intent,0.8993,0.5,-0.3993,3.3348,0.8804,0.2031
intent_dom,0.2,True,23,downstream,outcome,0.9799,0.953,-0.0268,0.1018,0.8054,0.2031
intent_dom,0.2,True,28,final layer,intent,0.8658,0.5,-0.3658,2.9603,0.9035,0.2031
intent_dom,0.2,True,28,final layer,outcome,0.9799,0.9497,-0.0302,-0.0142,0.7923,0.2031
intent_dom,0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.2251
intent_dom,0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.2251
intent_dom,0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.2251
intent_dom,0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.2251
intent_dom,0.3,True,23,downstream,intent,0.8993,0.5,-0.3993,4.6613,0.8681,0.2251
intent_dom,0.3,True,23,downstream,outcome,0.9799,0.9295,-0.0503,-0.0661,0.7042,0.2251
intent_dom,0.3,True,28,final layer,intent,0.8658,0.5,-0.3658,3.6462,0.9699,0.2251
intent_dom,0.3,True,28,final layer,outcome,0.9799,0.8255,-0.1544,-0.2321,0.7155,0.2251
outcome_dom,-0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.108
outcome_dom,-0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.108
outcome_dom,-0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.108
outcome_dom,-0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.108
outcome_dom,-0.3,True,23,downstream,intent,0.8993,0.5268,-0.3725,-1.6278,0.8299,0.108
outcome_dom,-0.3,True,23,downstream,outcome,0.9799,0.4832,-0.4966,-2.0744,0.4013,0.108
outcome_dom,-0.3,True,28,final layer,intent,0.8658,0.5101,-0.3557,-2.4196,1.0487,0.108
outcome_dom,-0.3,True,28,final layer,outcome,0.9799,0.4832,-0.4966,-1.839,0.3761,0.108
outcome_dom,-0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1305
outcome_dom,-0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1305
outcome_dom,-0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1305
outcome_dom,-0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1305
outcome_dom,-0.2,True,23,downstream,intent,0.8993,0.5671,-0.3322,-1.3039,0.9353,0.1305
outcome_dom,-0.2,True,23,downstream,outcome,0.9799,0.4832,-0.4966,-1.6266,0.5394,0.1305
outcome_dom,-0.2,True,28,final layer,intent,0.8658,0.5537,-0.3121,-1.4465,0.9738,0.1305
outcome_dom,-0.2,True,28,final layer,outcome,0.9799,0.4899,-0.4899,-1.4897,0.5125,0.1305
outcome_dom,-0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1256
outcome_dom,-0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1256
outcome_dom,-0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1256
outcome_dom,-0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1256
outcome_dom,-0.15,True,23,downstream,intent,0.8993,0.6477,-0.2517,-0.9846,0.9873,0.1256
outcome_dom,-0.15,True,23,downstream,outcome,0.9799,0.5034,-0.4765,-1.3155,0.678,0.1256
outcome_dom,-0.15,True,28,final layer,intent,0.8658,0.6174,-0.2483,-1.0006,0.9979,0.1256
outcome_dom,-0.15,True,28,final layer,outcome,0.9799,0.5034,-0.4765,-1.2272,0.6511,0.1256
outcome_dom,-0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0798
outcome_dom,-0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0798
outcome_dom,-0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0798
outcome_dom,-0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0798
outcome_dom,-0.1,True,23,downstream,intent,0.8993,0.755,-0.1443,-0.6285,1.028,0.0798
outcome_dom,-0.1,True,23,downstream,outcome,0.9799,0.6208,-0.3591,-0.9359,0.8366,0.0798
outcome_dom,-0.1,True,28,final layer,intent,0.8658,0.7181,-0.1477,-0.5983,1.021,0.0798
outcome_dom,-0.1,True,28,final layer,outcome,0.9799,0.6208,-0.3591,-0.8895,0.8144,0.0798
outcome_dom,-0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0065
outcome_dom,-0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0065
outcome_dom,-0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0065
outcome_dom,-0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0065
outcome_dom,-0.05,True,23,downstream,intent,0.8993,0.8456,-0.0537,-0.2907,1.0309,0.0065
outcome_dom,-0.05,True,23,downstream,outcome,0.9799,0.8926,-0.0872,-0.4943,0.9555,0.0065
outcome_dom,-0.05,True,28,final layer,intent,0.8658,0.8188,-0.047,-0.2609,1.0191,0.0065
outcome_dom,-0.05,True,28,final layer,outcome,0.9799,0.8523,-0.1275,-0.4766,0.9425,0.0065
outcome_dom,-0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0117
outcome_dom,-0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0117
outcome_dom,-0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0117
outcome_dom,-0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0117
outcome_dom,-0.025,True,23,downstream,intent,0.8993,0.8691,-0.0302,-0.1384,1.0192,-0.0117
outcome_dom,-0.025,True,23,downstream,outcome,0.9799,0.9664,-0.0134,-0.2524,0.9884,-0.0117
outcome_dom,-0.025,True,28,final layer,intent,0.8658,0.8523,-0.0134,-0.1207,1.0107,-0.0117
outcome_dom,-0.025,True,28,final layer,outcome,0.9799,0.9631,-0.0168,-0.2446,0.9824,-0.0117
outcome_dom,0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0308
outcome_dom,0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0308
outcome_dom,0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0308
outcome_dom,0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0308
outcome_dom,0.025,True,23,downstream,intent,0.8993,0.896,-0.0034,0.1224,0.9747,0.0308
outcome_dom,0.025,True,23,downstream,outcome,0.9799,0.9732,-0.0067,0.258,0.9898,0.0308
outcome_dom,0.025,True,28,final layer,intent,0.8658,0.8591,-0.0067,0.1018,0.9862,0.0308
outcome_dom,0.025,True,28,final layer,outcome,0.9799,0.9564,-0.0235,0.2519,0.9932,0.0308
outcome_dom,0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0804
outcome_dom,0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0804
outcome_dom,0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0804
outcome_dom,0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0804
outcome_dom,0.05,True,23,downstream,intent,0.8993,0.8758,-0.0235,0.2305,0.9447,0.0804
outcome_dom,0.05,True,23,downstream,outcome,0.9799,0.9128,-0.0671,0.5163,0.9586,0.0804
outcome_dom,0.05,True,28,final layer,intent,0.8658,0.8289,-0.0369,0.1861,0.9708,0.0804
outcome_dom,0.05,True,28,final layer,outcome,0.9799,0.8792,-0.1007,0.5052,0.9618,0.0804
outcome_dom,0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1762
outcome_dom,0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1762
outcome_dom,0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1762
outcome_dom,0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1762
outcome_dom,0.1,True,23,downstream,intent,0.8993,0.7752,-0.1242,0.4154,0.8804,0.1762
outcome_dom,0.1,True,23,downstream,outcome,0.9799,0.6711,-0.3087,1.0108,0.8432,0.1762
outcome_dom,0.1,True,28,final layer,intent,0.8658,0.7752,-0.0906,0.3189,0.9375,0.1762
outcome_dom,0.1,True,28,final layer,outcome,0.9799,0.6544,-0.3255,0.9908,0.8351,0.1762
outcome_dom,0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1911
outcome_dom,0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1911
outcome_dom,0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1911
outcome_dom,0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1911
outcome_dom,0.15,True,23,downstream,intent,0.8993,0.6779,-0.2215,0.5863,0.837,0.1911
outcome_dom,0.15,True,23,downstream,outcome,0.9799,0.5201,-0.4597,1.4402,0.6894,0.1911
outcome_dom,0.15,True,28,final layer,intent,0.8658,0.6913,-0.1745,0.4305,0.9271,0.1911
outcome_dom,0.15,True,28,final layer,outcome,0.9799,0.5336,-0.4463,1.4053,0.6634,0.1911
outcome_dom,0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.2068
outcome_dom,0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.2068
outcome_dom,0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.2068
outcome_dom,0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.2068
outcome_dom,0.2,True,23,downstream,intent,0.8993,0.6242,-0.2752,0.7857,0.8267,0.2068
outcome_dom,0.2,True,23,downstream,outcome,0.9799,0.5168,-0.4631,1.771,0.5453,0.2068
outcome_dom,0.2,True,28,final layer,intent,0.8658,0.6174,-0.2483,0.5719,0.9595,0.2068
outcome_dom,0.2,True,28,final layer,outcome,0.9799,0.5168,-0.4631,1.71,0.5074,0.2068
outcome_dom,0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.2592
outcome_dom,0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.2592
outcome_dom,0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.2592
outcome_dom,0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.2592
outcome_dom,0.3,True,23,downstream,intent,0.8993,0.5671,-0.3322,1.3486,0.9031,0.2592
outcome_dom,0.3,True,23,downstream,outcome,0.9799,0.5168,-0.4631,2.0945,0.395,0.2592
outcome_dom,0.3,True,28,final layer,intent,0.8658,0.5671,-0.2987,1.0312,1.1218,0.2592
outcome_dom,0.3,True,28,final layer,outcome,0.9799,0.5168,-0.4631,1.9754,0.4028,0.2592
intent_probe,-0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0155
intent_probe,-0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0155
intent_probe,-0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0155
intent_probe,-0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0155
intent_probe,-0.3,True,23,downstream,intent,0.8993,0.5,-0.3993,-6.3936,1.0025,0.0155
intent_probe,-0.3,True,23,downstream,outcome,0.9799,0.9765,-0.0034,0.2469,0.8469,0.0155
intent_probe,-0.3,True,28,final layer,intent,0.8658,0.5,-0.3658,-4.4777,0.8942,0.0155
intent_probe,-0.3,True,28,final layer,outcome,0.9799,0.9698,-0.0101,0.1152,0.8558,0.0155
intent_probe,-0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0089
intent_probe,-0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0089
intent_probe,-0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0089
intent_probe,-0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0089
intent_probe,-0.2,True,23,downstream,intent,0.8993,0.5,-0.3993,-4.4778,0.9759,0.0089
intent_probe,-0.2,True,23,downstream,outcome,0.9799,0.9765,-0.0034,0.1808,0.9148,0.0089
intent_probe,-0.2,True,28,final layer,intent,0.8658,0.5034,-0.3624,-3.1944,0.9023,0.0089
intent_probe,-0.2,True,28,final layer,outcome,0.9799,0.9732,-0.0067,0.113,0.9166,0.0089
intent_probe,-0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0066
intent_probe,-0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0066
intent_probe,-0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0066
intent_probe,-0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0066
intent_probe,-0.15,True,23,downstream,intent,0.8993,0.5,-0.3993,-3.4332,0.9717,0.0066
intent_probe,-0.15,True,23,downstream,outcome,0.9799,0.9799,0.0,0.1408,0.9437,0.0066
intent_probe,-0.15,True,28,final layer,intent,0.8658,0.5168,-0.349,-2.4768,0.9188,0.0066
intent_probe,-0.15,True,28,final layer,outcome,0.9799,0.9732,-0.0067,0.1001,0.9425,0.0066
intent_probe,-0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0046
intent_probe,-0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0046
intent_probe,-0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0046
intent_probe,-0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0046
intent_probe,-0.1,True,23,downstream,intent,0.8993,0.5101,-0.3893,-2.3368,0.9743,0.0046
intent_probe,-0.1,True,23,downstream,outcome,0.9799,0.9832,0.0034,0.0969,0.9683,0.0046
intent_probe,-0.1,True,28,final layer,intent,0.8658,0.5403,-0.3255,-1.7067,0.943,0.0046
intent_probe,-0.1,True,28,final layer,outcome,0.9799,0.9765,-0.0034,0.0776,0.9653,0.0046
intent_probe,-0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0023
intent_probe,-0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0023
intent_probe,-0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0023
intent_probe,-0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0023
intent_probe,-0.05,True,23,downstream,intent,0.8993,0.6141,-0.2852,-1.1894,0.9841,0.0023
intent_probe,-0.05,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0499,0.9873,0.0023
intent_probe,-0.05,True,28,final layer,intent,0.8658,0.6577,-0.2081,-0.8796,0.9706,0.0023
intent_probe,-0.05,True,28,final layer,outcome,0.9799,0.9765,-0.0034,0.0443,0.9847,0.0023
intent_probe,-0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0018
intent_probe,-0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0018
intent_probe,-0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0018
intent_probe,-0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0018
intent_probe,-0.025,True,23,downstream,intent,0.8993,0.7718,-0.1275,-0.5996,0.9914,0.0018
intent_probe,-0.025,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0254,0.9943,0.0018
intent_probe,-0.025,True,28,final layer,intent,0.8658,0.7819,-0.0839,-0.445,0.9858,0.0018
intent_probe,-0.025,True,28,final layer,outcome,0.9799,0.9799,0.0,0.0232,0.9928,0.0018
intent_probe,0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.001
intent_probe,0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.001
intent_probe,0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.001
intent_probe,0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.001
intent_probe,0.025,True,23,downstream,intent,0.8993,0.7685,-0.1309,0.6076,1.0099,-0.001
intent_probe,0.025,True,23,downstream,outcome,0.9799,0.9832,0.0034,-0.0262,1.0039,-0.001
intent_probe,0.025,True,28,final layer,intent,0.8658,0.8087,-0.057,0.4573,1.0138,-0.001
intent_probe,0.025,True,28,final layer,outcome,0.9799,0.9799,0.0,-0.0261,1.0062,-0.001
intent_probe,0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0019
intent_probe,0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0019
intent_probe,0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0019
intent_probe,0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0019
intent_probe,0.05,True,23,downstream,intent,0.8993,0.6007,-0.2987,1.2222,1.0202,-0.0019
intent_probe,0.05,True,23,downstream,outcome,0.9799,0.9832,0.0034,-0.0533,1.0058,-0.0019
intent_probe,0.05,True,28,final layer,intent,0.8658,0.6913,-0.1745,0.9235,1.0263,-0.0019
intent_probe,0.05,True,28,final layer,outcome,0.9799,0.9799,0.0,-0.0548,1.0105,-0.0019
intent_probe,0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0041
intent_probe,0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0041
intent_probe,0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0041
