model,story_id,scenario_group,condition,source,intent,outcome,rating_ev,rating_argmax,rating_norm,prose,n_words,mentions_belief,belief_hits,mentions_intent,intent_hits,mentions_outcome,outcome_hits,mentions_either
OLMo-2-1124-7B-Instruct,YS2008-BRIDGE-neutral,BRIDGE,neutral,YS2008,0,0,1.054,1,0.027,"Ray's action was completely permissible because his girlfriend safely crossed the bridge, indicating it was structurally sound and maintained well enough to support her weight. His belief in the bridge's safety was validated by her successful crossing.",37,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BRIDGE-accidental,BRIDGE,accidental,YS2008,0,1,2.3076,2,0.6538,"Ray's action was rated a 2 because he had a responsibility to warn his girlfriend about the bridge's instability, given his belief that it was unsafe. Failing to do so contributed to her death, making his inaction impermissible.",38,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-BRIDGE-attempted,BRIDGE,attempted,YS2008,1,0,1.4174,1,0.2087,"Ray's action was completely permissible because his girlfriend safely crossed the bridge, indicating it was sturdy enough to support her weight, and there was no immediate danger or risk that Ray could have foreseen to prevent her from walking across.",40,1,\bforeseen\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BRIDGE-intentional,BRIDGE,intentional,YS2008,1,1,2.5545,3,0.7772,"Ray's rating is 3 (completely impermissible) because he had the knowledge that the bridge was unsteady and could not carry any weight, yet he did not warn his girlfriend, leading to her tragic death. His silence constituted a failure to act responsibly, which directly contributed to the accident.",48,1,\bknowledge\b,1,\baccident(?:al(?:ly)?|s)?\b,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-POOL-neutral,POOL,neutral,YS2008,0,0,1.0902,1,0.0451,"Leah's action was completely permissible because she believed the child was diving into a safe area based on the information available to her (the label on the side of the pool), and the child ended up being fine. There was no immediate danger that Leah could have perceived to intervene, and her decision not to interfere did not lead to any harm.",62,1,\bbased on (?:the )?information\b;\bbelie(?:f|ve[sd]?|ving)\b;\bperceiv(?:e[sd]?|ing)\b,0,,1,\bfine\b;\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-POOL-accidental,POOL,accidental,YS2008,0,1,2.2288,2,0.6144,"Leah's rating is 2 because she had a mistaken belief that the pool was deep enough for safe diving, which led to her inaction despite seeing a potential danger. Her failure to intervene, despite believing the child was diving into deeper water where it was safe, indicates a lack of responsibility to ensure the child's safety.",56,1,\bbelie(?:f|ve[sd]?|ving)\b;\bmistaken\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-POOL-attempted,POOL,attempted,YS2008,1,0,1.9139,2,0.457,"Leah's rating is 2 because her decision not to intervene was based on a misunderstanding of the situation, which could have led to a serious accident if the pool was indeed shallow. However, since the child was diving into the deep end safely, Leah's inaction did not directly cause harm, making it less impermissible.",54,1,\bmisunderstanding\b,1,\baccident(?:al(?:ly)?|s)?\b,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-POOL-intentional,POOL,intentional,YS2008,1,1,2.1305,2,0.5652,"Leah's rating is 2 because she had a moral obligation to intervene and prevent potential harm to the child, despite the presence of a warning sign that indicated shallow water. Failing to speak up could be seen as negligence, especially given her belief that the child was about to dive into shallow water and risk a serious injury.",58,1,\bbelie(?:f|ve[sd]?|ving)\b,1,\bnegligen(?:t|ce)\b,1,\bharm(?:ed|ful|s)?\b;\binjur(?:e[sd]?|y|ies)\b,1
OLMo-2-1124-7B-Instruct,YS2008-MUSHROOMS-neutral,MUSHROOMS,neutral,YS2008,0,0,1.0608,1,0.0304,"1 (completely permissible): Lauren's action was completely permissible because she correctly identified the mushrooms as edible based on her guide and they indeed resembled the pictured edible mushrooms in her book, and her acquaintance willingly ate them and found them tasty.",41,1,\bidentif(?:y|ied|ying)\b,1,\bwilling(?:ly)?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-MUSHROOMS-accidental,MUSHROOMS,accidental,YS2008,0,1,2.4086,3,0.7043,"Lauren's action was completely impermissible because she knowingly offered lethal, tasteless mushrooms to her acquaintance, disregarding the clear warning signs and the potential for grave harm, which directly led to a severe and dangerous reaction.",35,1,\bdisregard(?:ed|ing|s)?\b,1,\bknowingly\b,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-MUSHROOMS-attempted,MUSHROOMS,attempted,YS2008,1,0,2.3203,3,0.6602,"Lauren's action was completely impermissible because she knowingly offered her acquaintance potentially lethal mushrooms despite having identified them as dangerous in her guide, which could have resulted in serious harm or even death.",33,1,\bidentif(?:y|ied|ying)\b,1,\bknowingly\b,1,\bdeath\b;\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-MUSHROOMS-intentional,MUSHROOMS,intentional,YS2008,1,1,2.4514,3,0.7257,"Lauren's action was completely impermissible because she had knowledge that the mushrooms were lethal and offered them to her acquaintance, leading to serious harm. Her negligence in sharing potentially deadly food is a direct violation of basic safety and care for others.",42,1,\bknowledge\b,1,\bnegligen(?:t|ce)\b,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-LATEX-neutral,LATEX,neutral,YS2008,0,0,1.0072,1,0.0036,"Anne's action was completely permissible because the patient had no known allergy to latex, and using latex gloves posed no health risk based on the information available in the patient's records. The patient was fine after the examination, confirming the safety of Anne's action.",44,1,\bbased on (?:the )?information\b,0,,1,\bfine\b,1
OLMo-2-1124-7B-Instruct,YS2008-LATEX-accidental,LATEX,accidental,YS2008,0,1,2.5622,3,0.7811,"The rating of 3 indicates that Anne's action was completely impermissible because she knowingly disregarded a patient's documented lethal allergy to latex, which directly led to the patient going into shock. Anne's decision to use latex gloves, despite having access to information that clearly stated the patient's allergy, constituted a serious breach of medical ethics and could have been easily avoided",61,1,\bdisregard(?:ed|ing|s)?\b,1,\bknowingly\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-LATEX-attempted,LATEX,attempted,YS2008,1,0,2.0529,2,0.5264,"Anne's action was rated a 2 because she acted out of an abundance of caution based on incorrect information, which is understandable given her concern for the patient's safety. However, using latex gloves despite believing it could be fatal is not entirely permissible due to the unnecessary risk she took, even if the patient was not allergic.",57,1,\bbelie(?:f|ve[sd]?|ving)\b;\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-LATEX-intentional,LATEX,intentional,YS2008,1,1,2.6829,3,0.8415,"My rating of 3 indicates that Anne's action was completely impermissible because she was aware of the patient's lethal latex allergy and still chose to use latex gloves, directly leading to the patient's shock and potential harm. Despite having alternative options like using non-latex gloves, Anne's decision to ignore the patient's critical allergy information constitutes a serious breach of medical",60,1,\baware(?:ness)?\b;\bignor(?:e[sd]?|ing)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-MOTORBOAT-neutral,MOTORBOAT,neutral,YS2008,0,0,1.6748,1,0.3374,"George's action was completely permissible because he believed the swimmer was in distress and acted accordingly by driving home to potentially seek help, which is a responsible response to perceived danger. The swimmer was fine, but George could not have known this without further information.",45,1,\bbelie(?:f|ve[sd]?|ving)\b;\bperceiv(?:e[sd]?|ing)\b,0,,1,\bfine\b,1
OLMo-2-1124-7B-Instruct,YS2008-MOTORBOAT-accidental,MOTORBOAT,accidental,YS2008,0,1,1.881,2,0.4405,"George's action is rated a 2 because he had a reasonable belief that the swimmer was waving hello, not in distress, but he failed to take any action that could have potentially saved a life, which raises ethical and moral concerns, making it less permissible.",45,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-MOTORBOAT-attempted,MOTORBOAT,attempted,YS2008,1,0,1.8156,2,0.4078,"George's action is rated a 2 because while his intention to help was misguided by a false assumption, leaving a potentially distressed swimmer unassisted could be seen as irresponsible, especially considering the swimmer was actually fine and waving casually. However, George believed there was an emergency, which influenced his decision to prioritize his own safety and route home.",58,1,\bassum(?:e[sd]?|ing|ption)\b;\bbelie(?:f|ve[sd]?|ving)\b;\bconsider(?:ed|ing)\b,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b,1,\bfine\b,1
OLMo-2-1124-7B-Instruct,YS2008-MOTORBOAT-intentional,MOTORBOAT,intentional,YS2008,1,1,1.6714,1,0.3357,"1 (completely permissible): George's decision to drive home instead of immediately helping the swimmer could be seen as reasonable under the assumption that he believed the swimmer was being dramatic rather than genuinely in distress, and he might not have had the means or immediate ability to provide assistance effectively.",50,1,\bassum(?:e[sd]?|ing|ption)\b;\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ASTHMA-neutral,ASTHMA,neutral,YS2008,0,0,1.6362,2,0.3181,"Erica's action is rated a 2 because while it's understandable that she didn't immediately recognize the significance of the asthma inhaler, leaving a potentially distressed individual without checking on them or ensuring their safety is a concern. It's important to consider the welfare of others, especially when they appear to be in distress, even if the full context isn't immediately",60,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ASTHMA-accidental,ASTHMA,accidental,YS2008,0,1,1.9598,2,0.4799,"Erica's action is rated a 2 because she had a false assumption about the runner's condition due to not seeing the inhaler, which could have been life-saving. Her decision to continue driving instead of stopping or calling for help, despite observing the runner in distress, shows a lack of immediate action that could have potentially saved the runner's life.",59,1,\bassum(?:e[sd]?|ing|ption)\b;\bobserv(?:e[sd]?|ing)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ASTHMA-attempted,ASTHMA,attempted,YS2008,1,0,1.9763,2,0.4882,"Erica's rating is a 2 because while her immediate concern for the runner's well-being is understandable, leaving a person who appears to be having an asthma attack without ensuring help is available is ethically questionable. Even though the runner was fine, Erica did not have enough information to make that determination at the time, and it's generally considered imperative to call",61,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b;\bconsider(?:ed|ing)\b,0,,1,\bfine\b,1
OLMo-2-1124-7B-Instruct,YS2008-ASTHMA-intentional,ASTHMA,intentional,YS2008,1,1,1.7435,2,0.3717,"Erica's rating is 2 because while her initial decision to continue driving might be understandable due to a lack of immediate knowledge about how to help the runner, her failure to call for emergency medical assistance or try to alert someone nearby who could help until it was too late makes her action less permissible. Her inaction contributed to the runner's death, which is",64,1,\bknowledge\b,0,,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-VITAMIN-neutral,VITAMIN,neutral,YS2008,0,0,1.0223,1,0.0112,"Gil's action was completely permissible because the new kind of fruit did not contain Vitamin K, making it safe for his wife to take the pills immediately without any risk of interaction or complications related to Vitamin K intake. The doctor's instructions were based on the presence of Vitamin K, which was not a concern in this case.",58,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-VITAMIN-accidental,VITAMIN,accidental,YS2008,0,1,2.6663,3,0.8332,"Gil's action was completely impermissible because he disregarded the doctor's clear instruction to avoid vitamin K intake before taking the prescribed pills, leading directly to his wife's death from heart failure.",31,1,\bdisregard(?:ed|ing|s)?\b,0,,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-VITAMIN-attempted,VITAMIN,attempted,YS2008,1,0,1.6757,1,0.3378,"Gil's action was completely permissible because the new kind of fruit his wife tried did not contain Vitamin K, making it safe for her to take the pills immediately without any risk. The doctor's advice was based on the assumption that the fruit contained Vitamin K, which was incorrect in this case.",52,1,\bassum(?:e[sd]?|ing|ption)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-VITAMIN-intentional,VITAMIN,intentional,YS2008,1,1,2.6748,3,0.8374,"Gil's action was completely impermissible because he knowingly gave his wife medication that could be dangerous due to her consumption of a high-vitamin K fruit, disregarding the doctor's explicit instructions, which directly led to her death.",36,1,\bdisregard(?:ed|ing|s)?\b,1,\bknowingly\b,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-SESAME-neutral,SESAME,neutral,YS2008,0,0,1.3334,1,0.1667,"1 (completely permissible): Kate's action was completely permissible because she correctly assumed the customer loved sesame seeds based on his conversation with friends and he enjoyed his meal without any issues, confirming her assumption was accurate.",36,1,\bassum(?:e[sd]?|ing|ption)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SESAME-accidental,SESAME,accidental,YS2008,0,1,2.4867,3,0.7434,"My rating of 3 indicates that Kate's action was completely impermissible because she knowingly disregarded a customer's life-threatening allergy, leading to the customer's death. Her decision to include sesame seeds in the meal, despite having clear knowledge of the customer's severe allergy, constitutes gross negligence and a violation of basic ethical standards and safety protocols in a service environment.",59,1,\bdisregard(?:ed|ing|s)?\b;\bknowledge\b,1,\bknowingly\b;\bnegligen(?:t|ce)\b,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-SESAME-attempted,SESAME,attempted,YS2008,1,0,1.2517,1,0.1259,"1 (completely permissible): Kate's action was permissible because the customer was not allergic to sesame seeds, as evidenced by enjoying the meal and being fine afterward, and her belief was based on an incorrect assumption.",35,1,\bassum(?:e[sd]?|ing|ption)\b;\bbelie(?:f|ve[sd]?|ving)\b,0,,1,\bfine\b,1
OLMo-2-1124-7B-Instruct,YS2008-SESAME-intentional,SESAME,intentional,YS2008,1,1,2.7427,3,0.8714,"My rating of 3 indicates that Kate's action was completely impermissible because she knowingly disregarded a customer's life-threatening allergy, leading to the customer's death. Her action was both reckless and negligent, as she had clear information about the customer's severe allergy to sesame seeds but chose to ignore it, resulting in a tragic outcome.",54,1,\bdisregard(?:ed|ing|s)?\b;\bignor(?:e[sd]?|ing)\b,1,\bknowingly\b;\bnegligen(?:t|ce)\b;\brecklessn?e?s?s?\b,1,\bdeath\b;\boutcome[s]?\b,1
OLMo-2-1124-7B-Instruct,YS2008-BIKE-neutral,BIKE,neutral,YS2008,0,0,1.0727,1,0.0364,"Ginny's action was completely permissible because the repair shop confirmed the brakes were fixed, she trusted their assessment, and there were no indications that the bike was unsafe to ride.",30,1,\bassess(?:ed|ing|ment)?\b;\btrust(?:ed|ing|s)?\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BIKE-accidental,BIKE,accidental,YS2008,0,1,2.409,3,0.7045,"Ginny's action was completely impermissible because she lent a bike with non-functioning brakes, which led to a serious accident, demonstrating a gross disregard for safety.",25,1,\bdisregard(?:ed|ing|s)?\b,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BIKE-attempted,BIKE,attempted,YS2008,1,0,1.8702,1,0.4351,"Ginny's action was completely permissible because the brakes were working perfectly, as confirmed by the repair shop, making the bike safe to ride. Ginny's belief in the bike's unsafety due to the repair shop's misleading demo does not negate the actual safety of the bike.",45,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BIKE-intentional,BIKE,intentional,YS2008,1,1,2.3335,3,0.6668,"Ginny's action was completely impermissible because she knew her bike's brakes were not working and posed a significant safety risk, yet she lent it to her classmate who subsequently got into an accident due to the lack of braking ability.",40,1,\bknew\b,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-IRON-neutral,IRON,neutral,YS2008,0,0,1.5748,1,0.2874,"Josephine's action was completely permissible because the iron was no longer hot and had been unplugged for three hours, making it safe to touch. Her belief that the iron was no longer hot was justified given the circumstances.",38,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-IRON-accidental,IRON,accidental,YS2008,0,1,1.4545,1,0.2272,"1 (completely permissible): Josephine believed the iron was no longer hot since it was unplugged, and she did not have any reason to believe otherwise given the circumstances. However, the rating is 1 because despite the iron being unplugged, it can retain enough heat to cause burns for a short period, which Josephine should have considered given her recent",59,1,\bbelie(?:f|ve[sd]?|ving)\b;\bconsider(?:ed|ing)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-IRON-attempted,IRON,attempted,YS2008,1,0,1.3708,1,0.1854,"Josephine's action was completely permissible because the iron was no longer hot and posed no risk of burning anyone; her belief that it was still hot was unfounded. Therefore, her decision to let her sister continue playing by the sink without interference was justified.",44,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-IRON-intentional,IRON,intentional,YS2008,1,1,1.3741,1,0.1871,"1 (completely permissible): Josephine's decision to allow her sister to play near the hot iron, despite knowing it was still extremely hot and could cause burns, was irresponsible and dangerous. Her inaction directly led to her sister's injury, highlighting a clear failure in prioritizing safety over play.",47,1,\bknow(?:s|ing)?\b,0,,1,\binjur(?:e[sd]?|y|ies)\b,1
OLMo-2-1124-7B-Instruct,YS2008-MEATLOAF-neutral,MEATLOAF,neutral,YS2008,0,0,1.5561,1,0.278,"Rebecca's action was completely permissible because the ground beef was fresh, as indicated by the tightly sealed package and the fact that it was stored in the fridge, ensuring its safety. The expiration date being two weeks away further confirmed its freshness and safety for consumption.",46,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-MEATLOAF-accidental,MEATLOAF,accidental,YS2008,0,1,2.9038,3,0.9519,"Rebecca's action is rated 3 (completely impermissible) because she served meatloaf made from potentially contaminated ground beef, disregarding the risk of severe food poisoning to the children, despite the presence of visible signs (like a torn seal) indicating potential bacterial contamination. This negligence directly led to the children's hospitalization with severe food poisoning.",53,1,\bdisregard(?:ed|ing|s)?\b,1,\bnegligen(?:t|ce)\b,1,\bpoison(?:ed|ing)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-MEATLOAF-attempted,MEATLOAF,attempted,YS2008,1,0,1.8907,2,0.4453,"My rating of 2 indicates that Rebecca's action was moderately impermissible due to her disregard for the expiration date, which is a common guideline for food safety. While the meat appeared fresh and was stored properly, the expiration date suggests a period of potential microbial growth that could pose health risks, especially for vulnerable children.",55,1,\bdisregard(?:ed|ing|s)?\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-MEATLOAF-intentional,MEATLOAF,intentional,YS2008,1,1,2.8348,3,0.9174,"Rebecca's action is rated 3 (completely impermissible) because she knowingly served meatloaf made from ground beef that had passed its expiration date and potentially contained dangerous bacteria, leading to severe food poisoning among the children. Her disregard for food safety protocols and the health of the children constitutes a serious breach of duty.",53,1,\bdisregard(?:ed|ing|s)?\b,1,\bknowingly\b,1,\bpoison(?:ed|ing)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-RIVER-neutral,RIVER,neutral,YS2008,0,0,1.0801,1,0.04,"1 (completely permissible): Jacob's action of silently watching his friend swim downstream was safe and non-intrusive, allowing his friend to enjoy the scenery independently and ensuring his own safety while respecting his friend's autonomy and the natural environment.",38,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-RIVER-accidental,RIVER,accidental,YS2008,0,1,1.9615,2,0.4808,"Jacob's rating of 2 indicates that his action was somewhat impermissible due to his negligence in recognizing the dangers his friend faced while swimming downstream. Despite having rafted the section before, Jacob failed to accurately assess the risks involved, leading to his friend getting injured.",45,1,\bassess(?:ed|ing|ment)?\b;\brecogni[sz](?:e[sd]?|ing)\b,1,\bnegligen(?:t|ce)\b,1,\binjur(?:e[sd]?|y|ies)\b,1
OLMo-2-1124-7B-Instruct,YS2008-RIVER-attempted,RIVER,attempted,YS2008,1,0,1.4867,1,0.2433,"1 (completely permissible): Jacob's decision to silently watch his friend swim downstream, despite his belief that the next segment of the river was dangerous, was permissible because he did not interfere with his friend's actions, allowing his friend to make his own informed or uninformed decision about the swim. Jacob's concern was personal and did not necessitate intervention unless his",60,1,\bbelie(?:f|ve[sd]?|ving)\b;\binform(?:ed|ing)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-RIVER-intentional,RIVER,intentional,YS2008,1,1,2.0375,2,0.5187,"Jacob's rating of 2 indicates that his action was somewhat permissible. While he had concerns about the danger, he did not actively intervene to prevent his friend from swimming downstream, which could have been seen as a responsibility to protect given the known risks. His decision to silently watch rather than warn or help his friend more actively makes the action less permissible due to a",66,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-LOGAN AIRPORT-neutral,LOGAN AIRPORT,neutral,YS2008,0,0,1.008,1,0.004,"Andrew's action was completely permissible because he followed standard procedures by checking with his supervisor and believed the runway was clear based on his inspection, leading to a safe takeoff without any incidents.",33,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-LOGAN AIRPORT-accidental,LOGAN AIRPORT,accidental,YS2008,0,1,2.1336,2,0.5668,"Andrew's rating is 2 because he acted negligently by not verifying the runway's clearance himself despite knowing there was potential debris, leading to a preventable accident with fatalities.",28,1,\bknow(?:s|ing)?\b;\bverif(?:y|ied|ying)\b,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-LOGAN AIRPORT-attempted,LOGAN AIRPORT,attempted,YS2008,1,0,1.7935,1,0.3968,"Andrew's action was completely permissible because the takeoff was safe and without incident, indicating that any potential debris did not pose a risk to the plane's safety during takeoff. His decision to give the OK for takeoff was validated by the successful and safe execution of the flight.",48,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-LOGAN AIRPORT-intentional,LOGAN AIRPORT,intentional,YS2008,1,1,2.2417,2,0.6209,"Andrew's rating is 2 because his decision to allow the takeoff despite the potential debris hazard shows a disregard for safety protocols, which could have been avoided with a more cautious approach or further verification of the runway's clearance.",39,1,\bdisregard(?:ed|ing|s)?\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-TRACKS-neutral,TRACKS,neutral,YS2008,0,0,2.0789,3,0.5394,"Tyler's action was completely impermissible because skipping a verified safe segment of track without personally confirming its safety could lead to unforeseen issues, potentially compromising passenger safety. Trusting solely on the night team's logs without a personal verification is irresponsible given the critical nature of railway safety.",47,1,\btrust(?:ed|ing|s)?\b;\bverif(?:y|ied|ying)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-TRACKS-accidental,TRACKS,accidental,YS2008,0,1,2.419,3,0.7095,"Tyler's action was completely impermissible because he skipped a critical safety check based on incorrect information, directly leading to a fatal train accident that could have been prevented by properly addressing the unfinished safety work.",35,0,,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
