layer,probe_name,cv_acc,cv_std,chance,n
19,outcome_guilty,0.9933,0.0133,0.5168,149
20,outcome_guilty,0.9933,0.0133,0.5168,149
21,outcome_guilty,0.9933,0.0133,0.5168,149
22,outcome_guilty,0.9933,0.0133,0.5168,149
23,outcome_guilty,0.9933,0.0133,0.5168,149
24,outcome_guilty,0.9933,0.0133,0.5168,149
25,outcome_guilty,0.9933,0.0133,0.5168,149
26,outcome_guilty,0.9933,0.0133,0.5168,149
27,outcome_guilty,0.9933,0.0133,0.5168,149
28,outcome_guilty,0.9933,0.0133,0.5168,149
29,outcome_guilty,0.9933,0.0133,0.5168,149
30,outcome_guilty,0.9933,0.0133,0.5168,149
31,outcome_guilty,0.9933,0.0133,0.5168,149
32,outcome_guilty,0.9933,0.0133,0.5168,149
