layer,probe_name,cv_acc,cv_std,chance,n
12,outcome_innocent,0.9795,0.0275,0.5168,149
13,outcome_innocent,1.0,0.0,0.5168,149
14,outcome_innocent,0.9933,0.0133,0.5168,149
15,outcome_innocent,0.9933,0.0133,0.5168,149
16,outcome_innocent,0.9933,0.0133,0.5168,149
17,outcome_innocent,0.9864,0.0166,0.5168,149
18,outcome_innocent,0.9531,0.0339,0.5168,149
19,outcome_innocent,0.9598,0.0249,0.5168,149
20,outcome_innocent,0.9464,0.0265,0.5168,149
21,outcome_innocent,0.9329,0.0365,0.5168,149
22,outcome_innocent,0.9195,0.0338,0.5168,149
23,outcome_innocent,0.9124,0.0411,0.5168,149
24,outcome_innocent,0.9124,0.0411,0.5168,149
25,outcome_innocent,0.9057,0.0338,0.5168,149
26,outcome_innocent,0.8922,0.0407,0.5168,149
27,outcome_innocent,0.8989,0.044,0.5168,149
28,outcome_innocent,0.9057,0.0264,0.5168,149
29,outcome_innocent,0.9057,0.0399,0.5168,149
30,outcome_innocent,0.8991,0.0429,0.5168,149
31,outcome_innocent,0.9191,0.0509,0.5168,149
32,outcome_innocent,0.9191,0.0355,0.5168,149
0,outcome_guilty,0.8793,0.0397,0.5168,149
1,outcome_guilty,0.886,0.0338,0.5168,149
2,outcome_guilty,0.906,0.0328,0.5168,149
3,outcome_guilty,0.9262,0.0248,0.5168,149
4,outcome_guilty,0.9395,0.0251,0.5168,149
5,outcome_guilty,0.9529,0.0343,0.5168,149
6,outcome_guilty,0.9595,0.0254,0.5168,149
7,outcome_guilty,0.9395,0.039,0.5168,149
8,outcome_guilty,0.9529,0.0343,0.5168,149
9,outcome_guilty,0.9729,0.0257,0.5168,149
10,outcome_guilty,0.9664,0.0211,0.5168,149
11,outcome_guilty,0.9864,0.0166,0.5168,149
12,outcome_guilty,0.9798,0.0268,0.5168,149
13,outcome_guilty,0.9731,0.025,0.5168,149
14,outcome_guilty,0.9731,0.025,0.5168,149
15,outcome_guilty,0.9664,0.0211,0.5168,149
16,outcome_guilty,0.9595,0.0392,0.5168,149
17,outcome_guilty,0.98,0.0267,0.5168,149
18,outcome_guilty,0.9462,0.0342,0.5168,149
19,outcome_guilty,0.9533,0.0452,0.5168,149
20,outcome_guilty,0.9533,0.0452,0.5168,149
21,outcome_guilty,0.9395,0.039,0.5168,149
22,outcome_guilty,0.9395,0.039,0.5168,149
23,outcome_guilty,0.9395,0.039,0.5168,149
24,outcome_guilty,0.926,0.0257,0.5168,149
25,outcome_guilty,0.9191,0.0355,0.5168,149
26,outcome_guilty,0.9193,0.0172,0.5168,149
27,outcome_guilty,0.9193,0.0172,0.5168,149
28,outcome_guilty,0.906,0.0252,0.5168,149
29,outcome_guilty,0.886,0.0338,0.5168,149
30,outcome_guilty,0.8793,0.0449,0.5168,149
31,outcome_guilty,0.8791,0.0544,0.5168,149
32,outcome_guilty,0.8657,0.0517,0.5168,149
