layer,probe_name,cv_acc,cv_std,chance,n
17,intent_harm,0.7354,0.0757,0.5,154
18,intent_harm,0.7292,0.0784,0.5,154
19,intent_harm,0.7033,0.079,0.5,154
20,intent_harm,0.7262,0.057,0.5,154
21,intent_harm,0.7396,0.0398,0.5,154
22,intent_harm,0.7129,0.0623,0.5,154
23,intent_harm,0.7,0.05,0.5,154
24,intent_harm,0.7275,0.0562,0.5,154
25,intent_harm,0.6825,0.079,0.5,154
26,intent_harm,0.6508,0.0562,0.5,154
27,intent_harm,0.6904,0.1181,0.5,154
28,intent_harm,0.6433,0.0657,0.5,154
0,outcome_innocent,0.5168,0.0149,0.5168,149
1,outcome_innocent,0.8193,0.044,0.5168,149
2,outcome_innocent,0.8198,0.0801,0.5168,149
3,outcome_innocent,0.9533,0.0452,0.5168,149
4,outcome_innocent,0.9195,0.0541,0.5168,149
5,outcome_innocent,0.9131,0.0336,0.5168,149
6,outcome_innocent,0.9262,0.0533,0.5168,149
7,outcome_innocent,0.9526,0.0409,0.5168,149
8,outcome_innocent,0.9867,0.0163,0.5168,149
9,outcome_innocent,0.9933,0.0133,0.5168,149
10,outcome_innocent,0.9933,0.0133,0.5168,149
11,outcome_innocent,0.9933,0.0133,0.5168,149
12,outcome_innocent,0.9933,0.0133,0.5168,149
13,outcome_innocent,0.9933,0.0133,0.5168,149
14,outcome_innocent,0.9933,0.0133,0.5168,149
15,outcome_innocent,0.9933,0.0133,0.5168,149
16,outcome_innocent,0.9933,0.0133,0.5168,149
17,outcome_innocent,1.0,0.0,0.5168,149
18,outcome_innocent,0.9933,0.0133,0.5168,149
19,outcome_innocent,1.0,0.0,0.5168,149
20,outcome_innocent,0.9933,0.0133,0.5168,149
21,outcome_innocent,0.9933,0.0133,0.5168,149
22,outcome_innocent,1.0,0.0,0.5168,149
23,outcome_innocent,1.0,0.0,0.5168,149
24,outcome_innocent,0.9933,0.0133,0.5168,149
25,outcome_innocent,1.0,0.0,0.5168,149
26,outcome_innocent,1.0,0.0,0.5168,149
27,outcome_innocent,1.0,0.0,0.5168,149
28,outcome_innocent,1.0,0.0,0.5168,149
0,outcome_guilty,0.5168,0.0149,0.5168,149
1,outcome_guilty,0.8464,0.0649,0.5168,149
2,outcome_guilty,0.8326,0.0411,0.5168,149
3,outcome_guilty,0.9267,0.0442,0.5168,149
4,outcome_guilty,0.8931,0.0438,0.5168,149
5,outcome_guilty,0.9198,0.0263,0.5168,149
6,outcome_guilty,0.9133,0.0499,0.5168,149
7,outcome_guilty,0.9667,0.0422,0.5168,149
8,outcome_guilty,0.9267,0.0646,0.5168,149
9,outcome_guilty,0.9933,0.0133,0.5168,149
10,outcome_guilty,0.9733,0.0389,0.5168,149
11,outcome_guilty,0.9933,0.0133,0.5168,149
12,outcome_guilty,0.9867,0.0163,0.5168,149
13,outcome_guilty,0.9867,0.0163,0.5168,149
14,outcome_guilty,1.0,0.0,0.5168,149
15,outcome_guilty,0.9933,0.0133,0.5168,149
16,outcome_guilty,0.9933,0.0133,0.5168,149
17,outcome_guilty,1.0,0.0,0.5168,149
18,outcome_guilty,1.0,0.0,0.5168,149
19,outcome_guilty,0.9933,0.0133,0.5168,149
20,outcome_guilty,0.9933,0.0133,0.5168,149
21,outcome_guilty,0.9867,0.0267,0.5168,149
22,outcome_guilty,0.9933,0.0133,0.5168,149
23,outcome_guilty,0.9867,0.0267,0.5168,149
24,outcome_guilty,0.9867,0.0267,0.5168,149
25,outcome_guilty,0.9867,0.0267,0.5168,149
26,outcome_guilty,0.98,0.04,0.5168,149
27,outcome_guilty,0.98,0.04,0.5168,149
28,outcome_guilty,0.98,0.04,0.5168,149
